Token,Item Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Enabled Cerritos,Current Quantity Cerritos,New Quantity Cerritos,Stock Alert Enabled Cerritos,Stock Alert Count Cerritos,Price Cerritos,Enabled Mission Viejo,Current Quantity Mission Viejo,New Quantity Mission Viejo,Stock Alert Enabled Mission Viejo,Stock Alert Count Mission Viejo,Price Mission Viejo,Enabled Storage,Current Quantity Storage,New Quantity Storage,Stock Alert Enabled Storage,Stock Alert Count Storage,Price Storage,Enabled Westminster,Current Quantity Westminster,New Quantity Westminster,Stock Alert Enabled Westminster,Stock Alert Count Westminster,Price Westminster,Modifier Set - Additional Personalization (If Above Limited),Modifier Set - Personalization,Tax - Sales Tax (7.75%)
MKWNMLWOETCUGY2PPXJG72XP,POLICE MAN (RM1708B),Regular,,845583059614,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Occupation",Ornament > Occupation,,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,N,,N,,,Y,0,,,,,Y,2,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
F2P7RUCA7GNCZHFRW2YMCA4T,PPE DOCTOR (RM1961),Regular,,845583061983,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Occupation",Ornament > Occupation,,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,N,,N,,,Y,2,,,,,Y,1,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
7Z5DZF6DD6HI3MH7E62D3547,PPE NURSE (RM1960),Regular,,845583061976,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Occupation",Ornament > Occupation,,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,N,,N,,,Y,0,,,,,Y,2,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
46FYMWOP6DQAS5SWSPTS4OEQ,PRE - SCHOOL (RM1704),Regular,,845583059164,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > School/Teacher/Grad",Ornament > School/Teacher/Grad,,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,N,,N,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
UH2TWL2VORYR5CFYPMXZ657A,"PREGNANCY - ""WE'RE EXPECTING !"" (GB016)",Regular,,659839787127,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > We’re Expecting (Pregnancy)",Ornament > We’re Expecting (Pregnancy),,,,,unavailable,Physical good,,,,Y,,Y,Y,18.99,,Y,,N,,N,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
DVM5OVOHTPA4D73JQUQKXTYX,PREGNANCY - CANDY CANE BABY (RM1443),Regular,,845583055425,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > We’re Expecting (Pregnancy)",Ornament > We’re Expecting (Pregnancy),,,,,unavailable,Physical good,,,,Y,N,Y,Y,18.99,,Y,,N,,N,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
NZ752C73WZI5GZS52NUJGS3Z,PREGNANCY - PREGNANT BEAR MOM (RM121),Regular,,845583000494,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > We’re Expecting (Pregnancy)",Ornament > We’re Expecting (Pregnancy),,,,,visible,Physical good,0.188,,,Y,N,Y,Y,18.99,,N,,,,,,,Y,3,,,,,Y,7,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
FJFZIVDFLLJKTN4CBP42D4G6,PREGNANCY - WE'RE EXPECTING (OR475),Regular,,8101409,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > We’re Expecting (Pregnancy)",Ornament > We’re Expecting (Pregnancy),,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
6VEUPARZ72YHI2ERSSDUTMZK,PREGNANCY - WE'RE EXPECTING W/3 CHILDREN (OR807-3),Regular,,659839772093,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > We’re Expecting (Pregnancy), Ornament > Family of 5",Ornament > We’re Expecting (Pregnancy),,,,,visible,Physical good,0.281,,,Y,N,Y,Y,19.99,,N,,,,N,,,Y,5,,,,,Y,6,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
HFZPDKKRT3DXQUE62M5VZKFB,PRINCESS ACCESSORIES (RM1783),Regular,,845583057986,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Child",Ornament > Child,,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,N,,N,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
5ID55Q2FWGCFONMLD3YFOHGI,PRINCESS CROWN - PURPLE (RM222PU),Regular,,845583002016,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Child",Ornament > Child,,,,,visible,Physical good,,,,Y,N,Y,Y,18.99,,N,,N,,N,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
N7IZRKHA4ORCFLDNNHH2XOE5,PROPOSAL (RM1209),Regular,,845583059386,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Wedding/Engagement",Ornament > Wedding/Engagement,,,,,visible,Physical good,0.5,,,Y,N,Y,Y,18.99,,N,,N,,N,,,Y,-1,,,,,Y,1,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
MQUN5NNA5LFHY6I7J4A3FQNB,"Plush Santa Design Christmas Stocking, with Personalizable Name Plate",Regular,,7416859,,Stocking (W3LQNKF77II35AUEVYTGCLXZ),Stocking (W3LQNKF77II35AUEVYTGCLXZ),,,,659839774141,visible,Physical good,,,,Y,,Y,Y,24.99,,N,,,,,,,Y,-1,,,,,Y,-1,,,,,Y,0,,,,,Y,0,,,,,N,Y,Y
YQFRHF6YDSZVSJSQN5GDGQG7,RACE CAR (RM1691),Regular,,845583050895,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Child",Ornament > Child,,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,N,,N,,,Y,4,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
JFBQ5D7RHPA3LIWCMWWJXBUO,RACE CAR (RM28),Regular,,845583002757,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Child",Ornament > Child,,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,N,,N,,,Y,1,,,,,Y,-4,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
JPJEYN627RYIRZTSFTFFLNZY,REAL ESTATE (RM285),Regular,,845583002825,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament > Occupation, Ornament, Ornament > House/Door",Ornament > House/Door,,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,N,,N,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
26UI4CWLS3IEAQZJGT2HLKLC,RED BOW DOOR (RM920),Regular,,845583038251,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > House/Door",Ornament > House/Door,,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,N,,N,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
3POLI3NMGDOP365XUEFKUYXS,RED DOOR (RM17),Regular,,845583001088,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > House/Door",Ornament > House/Door,,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,N,,N,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
BLFEF2FPCGQXQXETYKBBWIMU,RED GIFT BAG (RMBAGS),Regular,,845583009503,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Holiday Themed",Ornament > Holiday Themed,,,,,visible,Physical good,,,,Y,N,Y,Y,1.99,,N,,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
45FA5IJXCJ5LJSM6CQP6ZEAZ,RED HOUSE COUPLE (RM1447),Regular,,845583059256,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament > Family of 2 (Couples), Ornament > House/Door",Ornament > Family of 2 (Couples),,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
ZMLBLHAQQQKOAIHEKU7A6BFR,RED ROOF HOUSE (RM308),Regular,,845583003105,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > House/Door",Ornament > House/Door,,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
X5N54QB3HTT2LUYBZK7QXJ3H,RELIGIOUS - ANGEL PRAYING (RM237),Regular,,845583030125,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Memorial/Religious",Ornament > Memorial/Religious,,,,,unavailable,Physical good,,,,Y,,Y,Y,18.99,,Y,,N,,N,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
2JV67TUEORXWYEQMM2MKR3Q4,RELIGIOUS - CHILD ANGEL (OR1419),Regular,,X003723,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Memorial/Religious, Ornament > Child",Ornament > Memorial/Religious,,,,,unavailable,Physical good,,,,Y,,Y,Y,18.99,,Y,,N,,N,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
Y4KR3DPEDYNJL5SKJH2KUTSR,RELIGIOUS - DOVE (OR937),Regular,,659839767051,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Memorial/Religious",Ornament > Memorial/Religious,,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,,,,,,Y,3,,,,,Y,7,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
GXTQASITELDCMKSJTDXC3NCK,RELIGIOUS - HANUKKAH STAR OF DAVID GLITTER (OR1223),Regular,,659839779078,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Memorial/Religious",Ornament > Memorial/Religious,,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,,,,,,Y,0,,,,,Y,7,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
7KOQO4U3EDP6WQR276MUAIZR,RELIGIOUS - MENORAH (RM15),Regular,,845583000821,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Memorial/Religious",Ornament > Memorial/Religious,,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,,,,,,Y,1,,,,,Y,-1,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
3A3LBYLWTSJR75UQHWTAKDQY,RELIGIOUS - WHITE CROSS (RM82W),Regular,,845583008285,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Memorial/Religious",Ornament > Memorial/Religious,,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,,,,,,Y,1,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
