Business ID,Business name,Store ID,Store name,Merchant store ID,Payout date,Currency,Channel,Subtotal,Subtotal tax passed to merchant,Staff tip,Commission,Payment processing fee,Marketing fees | (including any applicable taxes),Customer discounts from marketing | (funded by you),Customer discounts from marketing | (funded by DoorDash),Customer discounts from marketing | (funded by a third-party),DoorDash marketing credit,Third-party contribution,Marketing fees (for historical reference only) | (all discounts and fees),Marketing fee tax (for historical reference only) | (taxes on any applicable marketing fees),Ad fee (for historical reference only),Ad fee tax (for historical reference only),Error charges,Adjustments,Adjustments (for historical reference only),Net total,Net total (for historical reference only),Subtotal for tax,Subtotal tax remitted by DoorDash to tax authorities,DoorDash funded subtotal discount amount | (for historical reference only),Merchant funded subtotal discount amount | (for historical reference only),Payout ID,Payout status
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-16,USD,Marketplace,2130.12,118.68,1.45,-288.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-166.62,0.00,-14.94,0.00,0.00,0.00,0.00,1780.21,1780.21,1977.36,0.00,39.00,157.71,446620509,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-13,USD,Marketplace,733.75,39.46,0.00,-97.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.51,0.00,-21.78,0.00,0.00,11.42,11.42,581.18,581.18,657.16,0.00,12.00,76.59,446509392,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-12,USD,Marketplace,1075.38,59.16,0.00,-144.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-101.97,0.00,-29.89,0.00,0.00,0.00,0.00,858.52,858.52,986.28,0.00,14.00,92.07,446476458,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-11,USD,Marketplace,1041.68,56.93,3.46,-138.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-102.08,0.00,-26.91,0.00,0.00,0.00,0.00,834.55,834.55,948.51,0.00,8.39,93.17,445912853,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-10,USD,Marketplace,1176.40,63.38,0.00,-158.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-131.04,0.00,-47.94,0.00,0.00,0.00,0.00,902.34,902.34,1056.25,0.00,6.00,121.14,445839949,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-09,USD,Marketplace,1958.17,103.50,15.66,-246.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-256.49,0.00,-77.00,0.00,-7.53,0.00,0.00,1490.31,1490.31,1724.45,0.00,100.33,237.68,445698027,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-06,USD,Marketplace,698.32,37.45,0.00,-93.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.17,0.00,-20.81,0.00,0.00,0.00,0.00,537.16,537.16,624.05,0.00,38.26,77.24,444863681,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-05,USD,Marketplace,946.47,51.13,15.04,-119.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-106.55,0.00,-17.65,0.00,-11.42,0.00,0.00,757.35,757.35,851.80,0.00,36.00,95.66,444827163,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-04,USD,Marketplace,903.44,49.30,0.00,-118.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-92.95,0.00,-12.00,0.00,0.00,3.68,3.68,733.41,733.41,821.38,0.00,41.82,83.05,444299162,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-03,USD,Marketplace,988.22,53.38,0.00,-131.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-102.97,0.00,-11.07,0.00,0.00,0.00,0.00,796.22,796.22,889.21,0.00,0.00,99.01,444246833,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-02,USD,Marketplace,1284.05,70.51,3.47,-168.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-117.38,0.00,-17.68,0.00,0.00,0.00,0.00,1054.64,1054.64,1174.59,0.00,14.00,111.44,444092393,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-29,USD,Marketplace,598.95,33.13,2.61,-77.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-52.12,0.00,-17.07,0.00,0.00,0.00,0.00,487.74,487.74,551.78,0.00,17.00,48.16,443319498,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-28,USD,Marketplace,702.93,38.69,0.00,-92.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-66.28,0.00,-30.17,0.00,-15.16,0.00,0.00,537.57,537.57,644.57,0.00,18.00,60.34,443235118,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-27,USD,Marketplace,1163.95,63.42,11.01,-144.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-112.10,0.00,-27.06,0.00,0.00,6.17,6.17,960.99,960.99,1056.80,0.00,3.00,107.15,442707746,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-26,USD,Marketplace,1301.83,71.06,2.73,-169.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-125.38,0.00,-15.42,0.00,0.00,0.00,0.00,1065.34,1065.34,1184.37,0.00,8.00,118.45,442639189,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-25,USD,Marketplace,2043.86,111.39,11.24,-254.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-206.22,0.00,-30.53,0.00,-3.68,0.00,0.00,1671.48,1671.48,1855.46,0.00,15.00,192.36,442488804,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-22,USD,Marketplace,406.61,22.77,4.42,-52.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-28.54,0.00,-5.89,0.00,0.00,0.00,0.00,347.11,347.11,379.06,0.00,2.20,27.55,441633481,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-21,USD,Marketplace,1185.19,64.41,0.00,-156.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-119.95,0.00,-14.47,0.00,-6.17,70.05,70.05,1022.49,1022.49,1073.16,0.00,55.47,114.01,441600427,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-20,USD,Marketplace,1175.03,65.79,0.00,-160.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-92.93,0.00,-46.51,0.00,0.00,0.00,0.00,940.64,940.64,1095.96,0.00,37.47,83.03,441034509,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-19,USD,Marketplace,1986.83,109.46,0.00,-271.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-174.93,0.00,-41.96,0.00,0.00,0.00,0.00,1608.37,1608.37,1823.78,0.00,10.00,165.03,441019596,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-18,USD,Marketplace,1569.14,86.82,4.72,-207.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-135.30,0.00,-17.01,0.00,0.00,0.00,0.00,1300.46,1300.46,1446.71,0.00,25.00,127.38,440825642,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-15,USD,Marketplace,579.17,31.16,7.46,-75.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-66.93,0.00,-18.61,0.00,0.00,0.00,0.00,456.82,456.82,519.17,0.00,22.99,62.97,440009025,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-14,USD,Marketplace,652.03,35.06,0.00,-87.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-72.78,0.00,-16.85,0.00,-6.85,0.00,0.00,502.98,502.98,584.20,0.00,32.51,68.82,430486040,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-13,USD,Marketplace,882.15,48.52,0.00,-117.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-81.22,0.00,-4.89,0.00,-70.05,7.33,7.33,664.45,664.45,808.85,0.00,27.07,75.28,420025658,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-12,USD,Marketplace,1330.27,71.85,0.00,-174.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-145.15,0.00,-67.92,0.00,0.00,22.18,22.18,1036.29,1036.29,1197.00,0.00,13.00,136.24,420014005,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-11,USD,Marketplace,1951.22,105.51,6.25,-251.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-207.61,0.00,-78.38,0.00,-8.16,0.00,0.00,1517.47,1517.47,1758.46,0.00,16.00,193.75,419790220,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-08,USD,Marketplace,328.18,17.86,1.35,-43.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-35.27,0.00,-36.34,0.00,0.00,0.00,0.00,232.24,232.24,297.86,0.00,4.00,31.31,418989867,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-07,USD,Marketplace,702.53,37.85,0.00,-92.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-80.72,0.00,-6.24,0.00,-13.71,0.00,0.00,547.50,547.50,630.72,0.00,33.02,74.78,418981064,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-06,USD,Marketplace,800.12,43.90,0.00,-105.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.71,0.00,-14.63,0.00,0.00,5.02,5.02,651.91,651.91,731.33,0.00,34.90,71.76,418436033,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-05,USD,Marketplace,1096.99,59.76,4.50,-139.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-116.26,0.00,-22.01,0.00,0.00,0.00,0.00,883.40,883.40,995.58,0.00,33.00,106.36,418353297,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-04,USD,Marketplace,3655.92,205.25,8.80,-499.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-255.86,0.00,-30.51,0.00,-57.55,0.00,0.00,3026.59,3026.59,3420.85,0.00,73.99,242.99,418213518,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-11-01,USD,Marketplace,703.78,38.78,0.00,-95.26,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-59.38,0.00,0.00,0.00,0.00,NULL,0.00,NULL,587.92,646.38,0.00,0.00,57.40,417391017,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-31,USD,Marketplace,577.23,30.63,0.00,-76.59,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-70.63,0.00,-33.46,0.00,-5.02,NULL,0.00,NULL,422.16,510.56,0.00,21.72,66.67,417362248,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-30,USD,Marketplace,807.13,43.41,0.00,-111.87,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-91.58,0.00,-27.85,0.00,0.00,NULL,78.97,NULL,698.21,723.47,0.00,31.75,83.66,416797045,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-29,USD,Marketplace,1177.84,63.60,5.87,-140.18,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-129.08,0.00,-46.13,0.00,-12.28,NULL,0.00,NULL,919.64,1059.65,0.00,14.00,119.18,416759974,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-28,USD,Marketplace,1631.68,88.55,0.00,-211.32,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-171.65,0.00,-22.08,0.00,-19.98,NULL,0.00,NULL,1295.20,1474.88,0.00,7.00,158.78,416586973,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-28,USD,NULL,0.00,0.00,0.00,0.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,NULL,71.23,NULL,71.23,0.00,0.00,0.00,0.00,416586973,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-25,USD,Marketplace,419.94,23.61,0.00,-59.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-29.62,0.00,-19.89,0.00,0.00,NULL,0.00,NULL,335.04,393.29,0.00,0.00,26.65,415812104,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-24,USD,Marketplace,1030.00,56.10,2.67,-138.03,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-107.73,0.00,-46.73,0.00,-43.27,NULL,0.00,NULL,753.01,935.14,0.00,31.82,97.83,415786071,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-23,USD,Marketplace,1142.38,62.73,3.49,-147.58,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-110.99,0.00,-28.42,0.00,0.00,NULL,0.00,NULL,921.61,1045.25,0.00,51.09,100.10,415235152,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-22,USD,Marketplace,1522.22,83.76,3.97,-201.40,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-138.52,0.00,-32.41,0.00,-15.72,NULL,25.72,NULL,1247.62,1395.58,0.00,40.00,129.61,415185327,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-21,USD,Marketplace,2298.37,127.31,5.27,-306.96,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-197.85,0.00,-49.09,0.00,-84.95,NULL,84.95,NULL,1877.05,2121.31,0.00,37.22,183.00,415010636,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-21,USD,NULL,0.00,0.00,0.00,0.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,NULL,36.03,NULL,36.03,0.00,0.00,0.00,0.00,415010636,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-18,USD,Marketplace,836.12,46.21,2.09,-114.23,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-76.61,0.00,-9.37,0.00,0.00,NULL,0.00,NULL,684.21,770.40,0.00,14.00,67.70,414222342,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-17,USD,Marketplace,1449.06,78.99,0.00,-190.57,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-145.06,0.00,-53.48,0.00,-3.04,NULL,0.00,NULL,1135.90,1316.87,0.00,15.46,133.18,414158204,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-16,USD,Marketplace,916.25,49.86,0.00,-121.26,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-94.78,0.00,-31.59,0.00,-5.73,NULL,27.49,NULL,740.24,830.38,0.00,5.00,87.85,413645916,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-15,USD,Marketplace,1436.10,78.87,11.50,-184.73,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-138.63,0.00,-41.47,0.00,-16.95,NULL,0.00,NULL,1144.69,1314.30,0.00,29.00,126.75,413595421,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-14,USD,Marketplace,1709.83,95.40,18.15,-223.02,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-135.06,0.00,-52.20,0.00,0.00,NULL,0.00,NULL,1413.10,1589.62,0.00,52.80,126.15,413430669,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-11,USD,Marketplace,621.04,33.98,3.00,-81.48,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-64.61,0.00,-37.39,0.00,0.00,NULL,0.00,NULL,474.54,566.33,0.00,0.00,54.71,412630680,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-10,USD,Marketplace,943.36,51.74,0.00,-127.59,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-94.68,0.00,-26.11,0.00,0.00,NULL,0.00,NULL,746.72,862.54,0.00,24.17,82.80,412584899,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-09,USD,Marketplace,1232.50,65.68,7.24,-149.47,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-155.18,0.00,-40.45,0.00,0.00,NULL,0.00,NULL,960.32,1094.15,0.00,22.93,139.34,412053479,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-08,USD,Marketplace,875.24,47.01,0.00,-114.52,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-105.79,0.00,-35.25,0.00,-11.59,NULL,12.93,NULL,668.03,783.31,0.00,20.00,95.89,412001214,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-07,USD,Marketplace,2363.46,130.68,0.00,-315.73,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-210.81,0.00,-58.17,0.00,-28.83,NULL,0.00,NULL,1880.60,2177.40,0.00,58.99,194.97,411857466,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-04,USD,Marketplace,640.65,35.20,0.00,-87.99,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-62.05,0.00,-13.68,0.00,0.00,NULL,0.00,NULL,512.13,586.52,0.00,7.99,55.12,411081115,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-03,USD,Marketplace,1133.63,62.92,0.00,-147.30,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-92.81,0.00,-5.29,0.00,0.00,NULL,0.00,NULL,951.15,1048.74,0.00,37.74,88.85,411017508,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-02,USD,Marketplace,1327.05,73.13,5.57,-174.89,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-119.01,0.00,-63.35,0.00,0.00,NULL,0.00,NULL,1048.50,1218.93,0.00,11.50,108.12,410491319,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-10-01,USD,Marketplace,1122.40,61.79,0.00,-151.34,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-105.47,0.00,-79.92,0.00,-19.07,NULL,0.00,NULL,828.39,1029.80,0.00,31.99,95.57,410438106,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-30,USD,Marketplace,1960.93,107.36,2.16,-264.06,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-192.00,0.00,-104.07,0.00,0.00,NULL,0.00,NULL,1510.32,1788.73,0.00,28.00,178.14,410257011,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-27,USD,Marketplace,654.41,34.59,0.00,-78.72,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-85.58,0.00,-47.93,0.00,0.00,NULL,0.00,NULL,476.77,576.75,0.00,7.00,78.65,409499883,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-26,USD,Marketplace,1113.53,59.58,0.00,-146.81,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-135.36,0.00,-26.70,0.00,0.00,NULL,47.66,NULL,911.90,993.02,0.00,33.87,124.47,409463444,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-25,USD,Marketplace,1248.69,67.91,3.04,-165.86,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-130.08,0.00,-27.76,0.00,-43.05,NULL,0.00,NULL,952.89,1131.48,0.00,10.61,117.21,408910559,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-24,USD,Marketplace,1026.28,56.23,4.26,-124.26,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-99.22,0.00,-29.80,0.00,-4.61,NULL,0.00,NULL,828.88,936.96,0.00,0.00,89.32,408857742,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-23,USD,Marketplace,1387.75,75.32,1.16,-181.47,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-148.64,0.00,-48.15,0.00,0.00,NULL,47.58,NULL,1133.55,1254.95,0.00,14.16,132.80,408671860,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-20,USD,Marketplace,575.03,31.82,1.58,-75.46,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-50.49,0.00,-12.71,0.00,0.00,NULL,0.00,NULL,469.77,530.48,0.00,10.00,44.55,407945522,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-19,USD,Marketplace,1180.10,65.26,5.00,-160.88,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-100.28,0.00,-29.58,0.00,-37.35,NULL,0.00,NULL,922.27,1087.74,0.00,11.74,92.36,407892160,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-18,USD,Marketplace,1526.53,84.20,0.00,-202.53,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-132.21,0.00,-19.63,0.00,0.00,NULL,0.00,NULL,1256.36,1403.23,0.00,4.74,123.30,407379519,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-16,USD,Marketplace,2151.48,119.65,14.33,-277.39,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-173.30,0.00,-50.50,0.00,0.00,NULL,0.00,NULL,1784.27,1994.02,0.00,6.25,157.46,407160607,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-13,USD,Marketplace,863.69,47.73,0.00,-116.12,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-81.28,0.00,-25.50,0.00,0.00,NULL,0.00,NULL,688.52,795.28,0.00,0.00,68.41,406364204,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-12,USD,Marketplace,1430.28,78.66,4.41,-189.15,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-137.26,0.00,-42.98,0.00,0.00,NULL,0.00,NULL,1143.96,1310.84,0.00,23.88,119.44,406334816,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-11,USD,Marketplace,1269.30,69.43,9.41,-166.35,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-123.54,0.00,-18.77,0.00,0.00,NULL,0.00,NULL,1039.48,1156.65,0.00,11.97,112.65,405783341,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-10,USD,Marketplace,1489.61,82.14,15.45,-189.87,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-131.53,0.00,-52.51,0.00,-4.94,NULL,0.00,NULL,1208.35,1368.97,0.00,15.00,120.64,405765637,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-09,USD,Marketplace,1513.86,80.44,12.23,-187.29,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-190.39,0.00,-85.02,0.00,-30.55,NULL,7.87,NULL,1121.15,1340.30,0.00,25.48,173.56,405595893,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-06,USD,Marketplace,873.03,47.23,6.70,-112.37,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-97.09,0.00,-28.61,0.00,0.00,NULL,0.00,NULL,688.89,786.83,0.00,0.00,86.20,404835154,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-05,USD,Marketplace,1318.40,72.00,0.00,-177.65,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-130.75,0.00,-18.91,0.00,-7.87,NULL,0.00,NULL,1055.22,1199.53,0.00,0.00,118.87,404784069,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-04,USD,Marketplace,783.38,43.08,8.93,-103.10,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-74.24,0.00,-25.00,0.00,0.00,NULL,0.00,NULL,633.05,718.05,0.00,5.84,65.33,404247870,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-03,USD,Marketplace,945.91,50.86,0.00,-123.33,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-104.55,0.00,-23.36,0.00,0.00,NULL,0.00,NULL,745.53,847.30,0.00,2.00,98.61,404206769,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-09-02,USD,Marketplace,2026.17,109.36,2.33,-269.79,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-225.09,0.00,-44.59,0.00,-10.00,NULL,30.89,NULL,1619.28,1821.87,0.00,0.00,204.30,404063876,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-08-30,USD,Marketplace,1249.79,71.31,3.81,-170.09,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-68.42,0.00,-7.42,0.00,-12.72,NULL,12.72,NULL,1078.98,1188.30,0.00,10.00,61.49,403287823,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-08-29,USD,Marketplace,992.51,54.78,0.00,-136.91,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-90.68,0.00,-14.53,0.00,-19.27,NULL,0.00,NULL,785.90,912.72,0.00,16.36,79.79,403242964,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-08-28,USD,Marketplace,1308.42,71.97,10.00,-159.90,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-120.81,0.00,-27.29,0.00,-3.18,NULL,0.00,NULL,1079.21,1199.49,0.00,0.00,108.93,402728893,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-08-27,USD,Marketplace,1444.39,77.75,3.20,-189.81,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-163.83,0.00,-50.10,0.00,-8.44,NULL,0.00,NULL,1113.16,1295.41,0.00,3.79,148.98,402672131,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-08-26,USD,Marketplace,1933.64,107.56,2.54,-261.26,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-161.45,0.00,-57.45,0.00,0.00,NULL,0.00,NULL,1563.58,1791.99,0.00,14.89,141.65,402491741,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-08-23,USD,Marketplace,702.63,37.86,10.30,-85.63,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-78.29,0.00,-17.17,0.00,0.00,NULL,0.00,NULL,569.70,630.28,0.00,0.00,72.35,401833867,PAID
