Order ID,Store Name,Date (Reportable),Commission Rate,email_date,source_file,source_member,period_dsp,pay_period_ending,pay_period_start,pay_period_end,Transaction Type,source_sheet,Subtotal,Gross Tax,Tax Remitted,Total Commissions,Total Promotions,Total Adjustments,Savings,fulfilled_order_count,delivery_fulfilled_orders,refunds,gross_sales_tax_collected,sales_tax_remitted,total_gross_sales,nextbite_total_commission,nextbite_base_payout,nextbite_true_payout,nextbite_total_commission_reconciled,nextbite_base_payout_reconciled,nextbite_true_payout_reconciled,collapsed_records
#0027E,Firebelly Wings 25431 Trabuco Road,2022-06-19 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders,ubereats,13.99,1.08,1.08,-3.36,0.00,0.00,0.00,1,13.99,0.00,1.08,1.08,13.99,6.30,7.69,7.69,6.30,9.59,9.59,1
#CF800,Firebelly Wings 25431 Trabuco Road,2022-06-21 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders,ubereats,34.99,2.71,2.32,-7.20,-5.39,0.00,1.20,1,34.99,0.00,2.71,2.32,34.99,15.75,19.24,20.44,15.75,21.14,22.34,1
#1ECDD,Firebelly Wings 25431 Trabuco Road,2022-06-21 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders,ubereats,13.99,1.08,1.08,-3.36,0.00,0.00,0.00,1,13.99,0.00,1.08,1.08,13.99,6.30,7.69,7.69,6.30,9.59,9.59,1
#99164,Firebelly Wings 25431 Trabuco Road,2022-06-23 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders,ubereats,37.97,2.95,2.56,-7.91,-5.39,0.00,1.20,1,37.97,0.00,2.95,2.56,37.97,17.09,20.88,22.08,17.09,22.78,23.98,1
#619C7,Firebelly Wings 25431 Trabuco Road,2022-06-23 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders,ubereats,41.97,3.25,2.86,-8.87,-5.39,0.00,1.20,1,41.97,0.00,3.25,2.86,41.97,18.89,23.08,24.28,18.89,24.98,26.18,1
#890BA,Firebelly Wings 25431 Trabuco Road,2022-06-25 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders | Refunds,ubereats,102.93,7.98,7.98,-29.26,0.00,0.00,0.00,1,121.92,-18.99,7.98,7.98,102.93,46.32,56.61,56.61,54.85,49.97,49.97,2
#134A5,Firebelly Wings 25431 Trabuco Road,2022-06-26 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders,ubereats,83.94,6.51,6.12,-18.95,-5.39,0.00,1.20,1,83.94,0.00,6.51,6.12,83.94,37.77,46.17,47.37,37.77,48.07,49.27,1
#798F4,Firebelly Wings 25431 Trabuco Road,2022-06-11 00:00:00,0,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-06-15,2022-06-01,2022-06-15,Refunds,ubereats,-4.90,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,-4.90,0.00,0.00,-4.90,-2.21,-2.70,-2.70,0.00,-4.90,-4.90,1
#19C1C,Firebelly Wings 25431 Trabuco Road,2022-06-04 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-06-15,2022-06-01,2022-06-15,Fulfilled Orders,postmates,19.98,1.55,1.55,-4.80,0.00,0.00,0.00,1,19.98,0.00,1.55,1.55,19.98,8.99,10.99,10.99,8.99,10.99,10.99,1
#DBD53,Firebelly Wings 25431 Trabuco Road,2022-06-04 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-06-15,2022-06-01,2022-06-15,Fulfilled Orders,postmates,41.97,3.25,3.25,-10.07,0.00,0.00,0.00,1,41.97,0.00,3.25,3.25,41.97,18.89,23.08,23.08,18.89,23.08,23.08,1
#A27D0,Firebelly Wings 25431 Trabuco Road,2022-06-06 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-06-15,2022-06-01,2022-06-15,Fulfilled Orders,postmates,47.46,3.68,3.68,-11.39,0.00,0.00,0.00,1,47.46,0.00,3.68,3.68,47.46,21.36,26.10,26.10,21.36,26.10,26.10,1
#DD9F1,Firebelly Wings 25431 Trabuco Road,2022-06-09 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-06-15,2022-06-01,2022-06-15,Fulfilled Orders,postmates,27.98,2.17,2.17,-6.72,0.00,0.00,0.00,1,27.98,0.00,2.17,2.17,27.98,12.59,15.39,15.39,12.59,15.39,15.39,1
#798F4,Firebelly Wings 25431 Trabuco Road,2022-06-11 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-06-15,2022-06-01,2022-06-15,Fulfilled Orders,postmates,49.99,3.87,3.87,-12.00,0.00,0.00,0.00,1,49.99,0.00,3.87,3.87,49.99,22.50,27.49,27.49,22.49,27.50,27.50,1
#C3BD5,Firebelly Wings 25431 Trabuco Road,2022-06-16 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders,postmates,17.99,1.39,1.39,-4.32,0.00,0.00,0.00,1,17.99,0.00,1.39,1.39,17.99,8.10,9.89,9.89,8.10,9.89,9.89,1
#2010E,Firebelly Wings 25431 Trabuco Road,2022-06-22 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders,postmates,29.48,2.29,1.90,-5.88,-5.39,0.00,1.20,1,29.48,0.00,2.29,1.90,29.48,13.27,16.21,17.41,13.27,16.21,17.41,1
#3DA6E,Firebelly Wings 25431 Trabuco Road,2022-06-28 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders,postmates,54.97,4.26,3.87,-11.99,-5.39,0.00,1.20,1,54.97,0.00,4.26,3.87,54.97,24.74,30.23,31.43,24.73,30.24,31.44,1
#B0EC1,Firebelly Wings 25431 Trabuco Road,2022-06-28 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders,postmates,15.49,1.20,1.20,-3.72,0.00,0.00,0.00,1,15.49,0.00,1.20,1.20,15.49,6.97,8.52,8.52,6.97,8.52,8.52,1
#D45D3,Firebelly Wings 25431 Trabuco Road,2022-06-29 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders,postmates,16.99,1.32,1.32,-4.08,0.00,0.00,0.00,1,16.99,0.00,1.32,1.32,16.99,7.65,9.34,9.34,7.65,9.34,9.34,1
#F1DC3,Firebelly Wings 25431 Trabuco Road,2022-06-30 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders,postmates,27.98,2.17,2.17,-6.72,0.00,0.00,0.00,1,27.98,0.00,2.17,2.17,27.98,12.59,15.39,15.39,12.59,15.39,15.39,1
#51CED,Firebelly Wings 25431 Trabuco Road,2022-09-17 00:00:00,0.24,2022-10-10T18:20:16+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-09-30,2022-09-16,2022-09-30,Fulfilled Orders | Refunds,ubereats,0.00,0.00,0.00,-6.96,0.00,0.00,0.00,1,28.98,-28.98,0.00,0.00,0.00,0.00,0.00,0.00,13.04,-4.54,-4.54,2
#8334F,Firebelly Wings 25431 Trabuco Road,2022-09-24 00:00:00,0.24,2022-10-10T18:20:16+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-09-30,2022-09-16,2022-09-30,Fulfilled Orders,ubereats,34.48,2.67,2.67,-8.28,0.00,0.00,0.00,1,34.48,0.00,2.67,2.67,34.48,15.52,18.96,18.96,15.51,27.46,27.46,1
#B73A1,Firebelly Wings 25431 Trabuco Road,2022-09-26 00:00:00,0.24,2022-10-10T18:20:16+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-09-30,2022-09-16,2022-09-30,Fulfilled Orders | Refunds,ubereats,13.99,1.08,1.08,-4.56,0.00,0.00,0.00,1,18.99,-5.00,1.08,1.08,13.99,6.30,7.69,7.69,8.55,13.93,13.93,2
#404B8,Firebelly Wings 25431 Trabuco Road,2022-09-30 00:00:00,0.24,2022-10-10T18:20:16+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-09-30,2022-09-16,2022-09-30,Fulfilled Orders,ubereats,32.48,2.52,2.52,-7.80,0.00,0.00,0.00,1,32.48,0.00,2.52,2.52,32.48,14.62,17.86,17.86,14.62,26.36,26.36,1
CMV9D,Firebelly Wings 25431 Trabuco Road,2022-09-19 00:00:00,0,2022-10-10T18:20:16+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,whitelabel,2022-09-30,2022-09-16,2022-09-30,Fulfilled Orders,whitelabel,28.00,2.20,2.20,0.00,0.00,0.00,0.00,1,28.00,0.00,2.20,2.20,28.00,12.60,15.40,15.40,0.00,15.40,15.40,1
2234f64c,Firebelly Wings 25431 Trabuco Road,2022-12-24 00:00:00,0.27,2023-01-10T18:15:07+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2022-12-31,2022-12-16,2022-12-31,Fulfilled Orders,doordash,20.49,1.59,0.00,-5.53,0.00,0.00,0.00,1,20.49,0.00,1.59,0.00,20.49,9.22,11.27,11.27,9.22,11.27,11.27,1
#01A3B,Firebelly Wings 25431 Trabuco Road,2022-04-17 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,ubereats,45.96,3.56,3.56,-11.03,0.00,0.00,0.00,1,45.96,0.00,3.56,3.56,45.96,20.68,25.28,25.28,20.68,40.90,40.90,1
#7B74E,Firebelly Wings 25431 Trabuco Road,2022-04-17 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,ubereats,37.47,2.90,2.90,-8.99,0.00,0.00,0.00,1,37.47,0.00,2.90,2.90,37.47,16.86,20.61,20.61,16.86,36.23,36.23,1
#872F2,Firebelly Wings 25431 Trabuco Road,2022-04-17 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,ubereats,17.00,1.32,1.32,-4.08,0.00,0.00,0.00,1,17.00,0.00,1.32,1.32,17.00,7.65,9.35,9.35,7.65,24.97,24.97,1
#CEE98,Firebelly Wings 25431 Trabuco Road,2022-04-17 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders | Refunds,ubereats,37.00,2.87,2.87,-10.44,0.00,0.00,0.00,1,43.50,-6.50,2.87,2.87,37.00,16.65,20.35,20.35,19.58,33.05,33.05,2
#74D93,Firebelly Wings 25431 Trabuco Road,2022-04-19 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,ubereats,27.98,2.17,2.17,-6.72,0.00,0.00,0.00,1,27.98,0.00,2.17,2.17,27.98,12.59,15.39,15.39,12.59,31.01,31.01,1
#BE29B,Firebelly Wings 25431 Trabuco Road,2022-04-19 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,ubereats,56.49,4.38,4.38,-13.56,0.00,0.00,0.00,1,56.49,0.00,4.38,4.38,56.49,25.42,31.07,31.07,25.42,46.69,46.69,1
#693E6,Firebelly Wings 25431 Trabuco Road,2022-04-23 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,ubereats,27.98,2.17,2.17,-6.72,0.00,0.00,0.00,1,27.98,0.00,2.17,2.17,27.98,12.59,15.39,15.39,12.59,31.01,31.01,1
#3F617,Firebelly Wings 25431 Trabuco Road,2022-04-27 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,ubereats,42.96,3.33,3.33,-10.31,0.00,0.00,0.00,1,42.96,0.00,3.33,3.33,42.96,19.33,23.63,23.63,19.33,39.25,39.25,1
#925D3,Firebelly Wings 25431 Trabuco Road,2022-04-14 00:00:00,0,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-04-30,2022-04-01,2022-04-30,Refunds,ubereats,-36.50,-2.83,-2.83,0.00,0.00,0.00,0.00,0,0.00,-36.50,-2.83,-2.83,-36.50,-16.43,-20.08,-20.08,0.00,-36.50,-36.50,1
#BF5D9,Firebelly Wings 25431 Trabuco Road,2022-04-15 00:00:00,0,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-04-30,2022-04-01,2022-04-30,Refunds,ubereats,-45.50,-3.53,-3.53,0.00,0.00,0.00,0.00,0,0.00,-45.50,-3.53,-3.53,-45.50,-20.48,-25.03,-25.03,0.00,-45.50,-45.50,1
#4B845,Firebelly Wings 25431 Trabuco Road,2022-04-17 00:00:00,0,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-04-30,2022-04-01,2022-04-30,Refunds,ubereats,-11.50,-0.89,-0.89,0.00,0.00,0.00,0.00,0,0.00,-11.50,-0.89,-0.89,-11.50,-5.18,-6.33,-6.33,0.00,-11.50,-11.50,1
#3F25C,Firebelly Wings 25431 Trabuco Road,2022-04-24 00:00:00,0,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-04-30,2022-04-01,2022-04-30,Refunds,ubereats,-24.97,-1.94,-1.94,0.00,0.00,0.00,0.00,0,0.00,-24.97,-1.94,-1.94,-24.97,-11.24,-13.73,-13.73,0.00,-24.97,-24.97,1
#94B58,Firebelly Wings 25431 Trabuco Road,2022-04-14 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,postmates,37.00,2.87,2.87,-8.88,0.00,0.00,0.00,1,37.00,0.00,2.87,2.87,37.00,16.65,20.35,20.35,16.65,20.35,20.35,1
#925D3,Firebelly Wings 25431 Trabuco Road,2022-04-14 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,postmates,36.50,2.83,2.83,-8.76,0.00,0.00,0.00,1,36.50,0.00,2.83,2.83,36.50,16.43,20.08,20.08,16.43,20.08,20.08,1
#BF5D9,Firebelly Wings 25431 Trabuco Road,2022-04-15 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,postmates,45.50,3.53,3.53,-10.92,0.00,0.00,0.00,1,45.50,0.00,3.53,3.53,45.50,20.48,25.03,25.03,20.47,25.03,25.03,1
#E93E8,Firebelly Wings 25431 Trabuco Road,2022-04-15 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,postmates,19.00,1.47,1.47,-4.56,0.00,0.00,0.00,1,19.00,0.00,1.47,1.47,19.00,8.55,10.45,10.45,8.55,10.45,10.45,1
#48B93,Firebelly Wings 25431 Trabuco Road,2022-04-15 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,postmates,34.00,2.64,2.64,-8.16,0.00,0.00,0.00,1,34.00,0.00,2.64,2.64,34.00,15.30,18.70,18.70,15.30,18.70,18.70,1
#201AC,Firebelly Wings 25431 Trabuco Road,2022-04-15 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,postmates,36.00,2.79,2.79,-8.64,0.00,0.00,0.00,1,36.00,0.00,2.79,2.79,36.00,16.20,19.80,19.80,16.20,19.80,19.80,1
#F3716,Firebelly Wings 25431 Trabuco Road,2022-04-17 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,postmates,52.95,4.10,4.10,-12.71,0.00,0.00,0.00,1,52.95,0.00,4.10,4.10,52.95,23.83,29.12,29.12,23.82,29.11,29.11,1
#4B845,Firebelly Wings 25431 Trabuco Road,2022-04-17 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,postmates,33.50,2.60,2.60,-8.04,0.00,0.00,0.00,1,33.50,0.00,2.60,2.60,33.50,15.08,18.43,18.43,15.08,18.43,18.43,1
#B737C,Firebelly Wings 25431 Trabuco Road,2022-04-19 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,postmates,24.98,1.94,1.94,-6.00,0.00,0.00,0.00,1,24.98,0.00,1.94,1.94,24.98,11.24,13.74,13.74,11.24,13.74,13.74,1
#F74DE,Firebelly Wings 25431 Trabuco Road,2022-04-20 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,postmates,40.98,3.18,3.18,-9.84,0.00,0.00,0.00,1,40.98,0.00,3.18,3.18,40.98,18.44,22.54,22.54,18.44,22.54,22.54,1
#89EFE,Firebelly Wings 25431 Trabuco Road,2022-04-20 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,postmates,27.98,2.17,2.17,-6.72,0.00,0.00,0.00,1,27.98,0.00,2.17,2.17,27.98,12.59,15.39,15.39,12.59,15.39,15.39,1
#6DFB9,Firebelly Wings 25431 Trabuco Road,2022-04-20 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,postmates,15.49,1.20,1.20,-3.72,0.00,0.00,0.00,1,15.49,0.00,1.20,1.20,15.49,6.97,8.52,8.52,6.97,8.52,8.52,1
#6A81F,Firebelly Wings 25431 Trabuco Road,2022-04-22 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,postmates,20.98,1.63,1.63,-5.04,0.00,0.00,0.00,1,20.98,0.00,1.63,1.63,20.98,9.44,11.54,11.54,9.44,11.54,11.54,1
#66AC1,Firebelly Wings 25431 Trabuco Road,2022-04-23 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,postmates,13.99,1.08,1.08,-3.36,0.00,0.00,0.00,1,13.99,0.00,1.08,1.08,13.99,6.30,7.69,7.69,6.30,7.69,7.69,1
#8C5A8,Firebelly Wings 25431 Trabuco Road,2022-04-23 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,postmates,29.48,2.28,2.28,-7.08,0.00,0.00,0.00,1,29.48,0.00,2.28,2.28,29.48,13.27,16.21,16.21,13.27,16.21,16.21,1
#3F25C,Firebelly Wings 25431 Trabuco Road,2022-04-24 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,postmates,24.97,1.94,1.94,-5.99,0.00,0.00,0.00,1,24.97,0.00,1.94,1.94,24.97,11.24,13.73,13.73,11.24,13.73,13.73,1
#3F968,Firebelly Wings 25431 Trabuco Road,2022-04-24 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,postmates,27.98,2.17,2.17,-6.72,0.00,0.00,0.00,1,27.98,0.00,2.17,2.17,27.98,12.59,15.39,15.39,12.59,15.39,15.39,1
#38258,Firebelly Wings 25431 Trabuco Road,2022-04-27 00:00:00,0.24,2022-11-22T00:06:24-08:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-04-30,2022-04-01,2022-04-30,Fulfilled Orders,postmates,27.98,2.17,2.17,-6.72,0.00,0.00,0.00,1,27.98,0.00,2.17,2.17,27.98,12.59,15.39,15.39,12.59,15.39,15.39,1
